Match ID,Date,Venue,Bat First,Bat Second,Innings,Over,Ball,Batter,Non Striker,Bowler,Batter Runs,Extra Runs,Runs From Ball,Ball Rebowled,Extra Type,Wicket,Method,Player Out,Innings Runs,Innings Wickets,Target Score,Runs to Get,Balls Remaining,Winner,Chased Successfully,Total Batter Runs,Total Non Striker Runs,Batter Balls Faced,Non Striker Balls Faced,Player Out Runs,Player Out Balls Faced,Bowler Runs Conceded,Valid Ball
,,,,,2,3,4,JJ Roy,Abhishek Sharma,PP Chawla,0,0,0,,,0,,,24,0,,,104,,,,,,,,,,
,,,,,2,3,5,JJ Roy,Abhishek Sharma,PP Chawla,1,0,1,,,0,,,25,0,,,103,,,,,,,,,,
,,,,,2,3,6,Abhishek Sharma,JJ Roy,PP Chawla,6,0,6,,,0,,,31,0,,,102,,,,,,,,,,
,,,,,2,4,1,JJ Roy,Abhishek Sharma,JJ Bumrah,3,0,3,,,0,,,34,0,,,101,,,,,,,,,,
,,,,,2,4,2,Abhishek Sharma,JJ Roy,JJ Bumrah,1,0,1,,,0,,,35,0,,,100,,,,,,,,,,
,,,,,2,4,3,JJ Roy,Abhishek Sharma,JJ Bumrah,0,0,0,,,0,,,35,0,,,99,,,,,,,,,,
,,,,,2,4,4,JJ Roy,Abhishek Sharma,JJ Bumrah,0,5,5,,,0,,,40,0,,,98,,,,,,,,,,
,,,,,2,4,5,JJ Roy,Abhishek Sharma,JJ Bumrah,4,0,4,,,0,,,44,0,,,97,,,,,,,,,,
,,,,,2,4,6,JJ Roy,Abhishek Sharma,JJ Bumrah,1,0,1,,,0,,,45,0,,,96,,,,,,,,,,
,,,,,2,4,7,Abhishek Sharma,JJ Roy,JJ Bumrah,2,0,2,,,0,,,47,0,,,95,,,,,,,,,,
,,,,,2,5,1,JJ Roy,Abhishek Sharma,NM Coulter-Nile,0,0,0,,,0,,,47,0,,,95,,,,,,,,,,
,,,,,2,5,2,JJ Roy,Abhishek Sharma,NM Coulter-Nile,1,0,1,,,0,,,48,0,,,94,,,,,,,,,,
,,,,,2,5,3,Abhishek Sharma,JJ Roy,NM Coulter-Nile,4,0,4,,,0,,,52,0,,,93,,,,,,,,,,
,,,,,2,5,4,Abhishek Sharma,JJ Roy,NM Coulter-Nile,4,0,4,,,0,,,56,0,,,92,,,,,,,,,,
,,,,,2,5,5,Abhishek Sharma,JJ Roy,NM Coulter-Nile,4,0,4,,,0,,,60,0,,,91,,,,,,,,,,
,,,,,2,5,6,Abhishek Sharma,JJ Roy,NM Coulter-Nile,0,0,0,,,0,,,60,0,,,90,,,,,,,,,,
,,,,,2,6,1,JJ Roy,Abhishek Sharma,TA Boult,4,0,4,,,0,,,64,0,,,89,,,,,,,,,,
,,,,,2,6,2,JJ Roy,Abhishek Sharma,TA Boult,0,0,0,,,1,caught,JJ Roy,64,1,,,88,,,,,,,,,,
,,,,,2,6,3,Abhishek Sharma,MK Pandey,TA Boult,1,0,1,,,0,,,65,1,,,87,,,,,,,,,,
,,,,,2,6,4,MK Pandey,Abhishek Sharma,TA Boult,0,0,0,,,0,,,65,1,,,86,,,,,,,,,,
,,,,,2,6,5,MK Pandey,Abhishek Sharma,TA Boult,1,0,1,,,0,,,66,1,,,85,,,,,,,,,,
,,,,,2,6,6,Abhishek Sharma,MK Pandey,TA Boult,4,0,4,,,0,,,70,1,,,84,,,,,,,,,,
,,,,,2,7,1,MK Pandey,Abhishek Sharma,JDS Neesham,0,1,1,,,0,,,71,1,,,83,,,,,,,,,,
,,,,,2,7,2,Abhishek Sharma,MK Pandey,JDS Neesham,1,0,1,,,0,,,72,1,,,82,,,,,,,,,,
,,,,,2,7,3,MK Pandey,Abhishek Sharma,JDS Neesham,4,0,4,,,0,,,76,1,,,81,,,,,,,,,,
,,,,,2,7,4,MK Pandey,Abhishek Sharma,JDS Neesham,1,0,1,,,0,,,77,1,,,80,,,,,,,,,,
,,,,,2,7,5,Abhishek Sharma,MK Pandey,JDS Neesham,2,0,2,,,0,,,79,1,,,79,,,,,,,,,,
,,,,,2,7,6,Abhishek Sharma,MK Pandey,JDS Neesham,0,0,0,,,1,caught,Abhishek Sharma,79,2,,,78,,,,,,,,,,
,,,,,2,8,1,Mohammad Nabi,MK Pandey,KH Pandya,1,0,1,,,0,,,80,2,,,77,,,,,,,,,,
,,,,,2,8,2,MK Pandey,Mohammad Nabi,KH Pandya,1,0,1,,,0,,,81,2,,,76,,,,,,,,,,
,,,,,2,8,3,Mohammad Nabi,MK Pandey,KH Pandya,1,0,1,,,0,,,82,2,,,75,,,,,,,,,,
,,,,,2,8,4,MK Pandey,Mohammad Nabi,KH Pandya,6,1,7,,,0,,,89,2,,,74,,,,,,,,,,
,,,,,2,8,5,MK Pandey,Mohammad Nabi,KH Pandya,4,0,4,,,0,,,93,2,,,73,,,,,,,,,,
,,,,,2,8,6,MK Pandey,Mohammad Nabi,KH Pandya,2,0,2,,,0,,,95,2,,,72,,,,,,,,,,
,,,,,2,8,7,MK Pandey,Mohammad Nabi,KH Pandya,0,0,0,,,0,,,95,2,,,71,,,,,,,,,,
,,,,,2,9,1,Mohammad Nabi,MK Pandey,PP Chawla,1,0,1,,,0,,,96,2,,,71,,,,,,,,,,
,,,,,2,9,2,MK Pandey,Mohammad Nabi,PP Chawla,1,0,1,,,0,,,97,2,,,70,,,,,,,,,,
,,,,,2,9,3,Mohammad Nabi,MK Pandey,PP Chawla,0,0,0,,,1,caught,Mohammad Nabi,97,3,,,69,,,,,,,,,,
,,,,,2,9,4,Abdul Samad,MK Pandey,PP Chawla,1,0,1,,,0,,,98,3,,,68,,,,,,,,,,
,,,,,2,9,5,MK Pandey,Abdul Samad,PP Chawla,1,0,1,,,0,,,99,3,,,67,,,,,,,,,,
,,,,,2,9,6,Abdul Samad,MK Pandey,PP Chawla,1,0,1,,,0,,,100,3,,,66,,,,,,,,,,
,,,,,2,10,1,Abdul Samad,MK Pandey,JDS Neesham,0,0,0,,,1,caught,Abdul Samad,100,4,,,65,,,,,,,,,,
,,,,,2,10,2,PK Garg,MK Pandey,JDS Neesham,0,1,1,,,0,,,101,4,,,64,,,,,,,,,,
,,,,,2,10,3,MK Pandey,PK Garg,JDS Neesham,1,0,1,,,0,,,102,4,,,63,,,,,,,,,,
,,,,,2,10,4,PK Garg,MK Pandey,JDS Neesham,1,0,1,,,0,,,103,4,,,62,,,,,,,,,,
,,,,,2,10,5,MK Pandey,PK Garg,JDS Neesham,1,0,1,,,0,,,104,4,,,61,,,,,,,,,,
,,,,,2,10,6,PK Garg,MK Pandey,JDS Neesham,1,0,1,,,0,,,105,4,,,60,,,,,,,,,,
,,,,,2,11,1,PK Garg,MK Pandey,PP Chawla,0,0,0,,,0,,,105,4,,,59,,,,,,,,,,
,,,,,2,11,2,PK Garg,MK Pandey,PP Chawla,1,0,1,,,0,,,106,4,,,58,,,,,,,,,,
,,,,,2,11,3,MK Pandey,PK Garg,PP Chawla,1,0,1,,,0,,,107,4,,,57,,,,,,,,,,
,,,,,2,11,4,PK Garg,MK Pandey,PP Chawla,2,0,2,,,0,,,109,4,,,56,,,,,,,,,,
,,,,,2,11,5,PK Garg,MK Pandey,PP Chawla,1,0,1,,,0,,,110,4,,,55,,,,,,,,,,
,,,,,2,11,6,MK Pandey,PK Garg,PP Chawla,1,0,1,,,0,,,111,4,,,54,,,,,,,,,,
,,,,,2,12,1,MK Pandey,PK Garg,JDS Neesham,4,0,4,,,0,,,115,4,,,53,,,,,,,,,,
,,,,,2,12,2,MK Pandey,PK Garg,JDS Neesham,1,0,1,,,0,,,116,4,,,52,,,,,,,,,,
,,,,,2,12,3,PK Garg,MK Pandey,JDS Neesham,4,0,4,,,0,,,120,4,,,51,,,,,,,,,,
,,,,,2,12,4,PK Garg,MK Pandey,JDS Neesham,6,0,6,,,0,,,126,4,,,50,,,,,,,,,,
,,,,,2,12,5,PK Garg,MK Pandey,JDS Neesham,1,0,1,,,0,,,127,4,,,49,,,,,,,,,,
,,,,,2,12,6,MK Pandey,PK Garg,JDS Neesham,0,0,0,,,0,,,127,4,,,48,,,,,,,,,,
,,,,,2,13,1,PK Garg,MK Pandey,PP Chawla,4,0,4,,,0,,,131,4,,,47,,,,,,,,,,
,,,,,2,13,2,PK Garg,MK Pandey,PP Chawla,1,0,1,,,0,,,132,4,,,46,,,,,,,,,,
,,,,,2,13,3,MK Pandey,PK Garg,PP Chawla,2,0,2,,,0,,,134,4,,,45,,,,,,,,,,
,,,,,2,13,4,MK Pandey,PK Garg,PP Chawla,1,0,1,,,0,,,135,4,,,44,,,,,,,,,,
,,,,,2,13,5,PK Garg,MK Pandey,PP Chawla,2,0,2,,,0,,,137,4,,,43,,,,,,,,,,
,,,,,2,13,6,PK Garg,MK Pandey,PP Chawla,1,0,1,,,0,,,138,4,,,42,,,,,,,,,,
,,,,,2,14,1,PK Garg,MK Pandey,TA Boult,0,0,0,,,0,,,138,4,,,41,,,,,,,,,,
,,,,,2,14,2,PK Garg,MK Pandey,TA Boult,1,0,1,,,0,,,139,4,,,40,,,,,,,,,,
,,,,,2,14,3,MK Pandey,PK Garg,TA Boult,1,0,1,,,0,,,140,4,,,39,,,,,,,,,,
,,,,,2,14,4,PK Garg,MK Pandey,TA Boult,0,0,0,,,0,,,140,4,,,38,,,,,,,,,,
,,,,,2,14,5,PK Garg,MK Pandey,TA Boult,1,0,1,,,0,,,141,4,,,37,,,,,,,,,,
,,,,,2,14,6,MK Pandey,PK Garg,TA Boult,1,0,1,,,0,,,142,4,,,36,,,,,,,,,,
,,,,,2,15,1,MK Pandey,PK Garg,NM Coulter-Nile,1,0,1,,,0,,,143,4,,,35,,,,,,,,,,
,,,,,2,15,2,PK Garg,MK Pandey,NM Coulter-Nile,1,0,1,,,0,,,144,4,,,34,,,,,,,,,,
,,,,,2,15,3,MK Pandey,PK Garg,NM Coulter-Nile,6,0,6,,,0,,,150,4,,,33,,,,,,,,,,
,,,,,2,15,4,MK Pandey,PK Garg,NM Coulter-Nile,4,0,4,,,0,,,154,4,,,32,,,,,,,,,,
,,,,,2,15,5,MK Pandey,PK Garg,NM Coulter-Nile,1,0,1,,,0,,,155,4,,,31,,,,,,,,,,
,,,,,2,15,6,PK Garg,MK Pandey,NM Coulter-Nile,1,0,1,,,0,,,156,4,,,30,,,,,,,,,,
